dataset,attribute,group,algorithm,set,iteration,error,classifier_type,classification_algorithm,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
German Credit,Attribute9,Female,Massaging,Test,2,False,Surrogate,RandomForestClassifier,Male,0.8665,0.8794,0.84,0.9043,0.9043,0.84,0.73,0.72,0.8158,0.6095
German Credit,Attribute9,Female,Massaging,Validation,2,False,Test,XGBClassifier,Female,0.881,0.9173,1.02,0.799,0.799,0.98,0.6633,0.73,0.8029,0.6929
German Credit,Attribute9,Female,Massaging,Validation,2,False,Test,XGBClassifier,Male,1.135,0.9173,0.98,1.201,0.799,0.98,0.6633,0.73,0.8029,0.6929
German Credit,Attribute9,Female,Massaging,Test,2,False,Test,XGBClassifier,Female,1.0701,0.9472,1.08,1.0574,0.9426,0.92,0.72,0.71,0.8027,0.6214
German Credit,Attribute9,Female,Massaging,Test,2,False,Test,XGBClassifier,Male,0.9345,0.9472,0.92,0.9426,0.9426,0.92,0.72,0.71,0.8027,0.6214
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,LogisticRegression,Female,1.0665,0.9537,1.07,1.1531,0.8469,0.93,0.8233,0.85,0.8936,0.8167
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,LogisticRegression,Male,0.9376,0.9537,0.93,0.8469,0.8469,0.93,0.8233,0.85,0.8936,0.8167
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,SVC,Female,1.0684,0.9504,1.12,1.0478,0.9522,0.88,0.8067,0.84,0.8889,0.7905
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,SVC,Male,0.936,0.9504,0.88,0.9522,0.9522,0.88,0.8067,0.84,0.8889,0.7905
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,GaussianNB,Female,0.82,0.9009,0.9,1.0239,0.9761,0.9,0.7567,0.72,0.7705,0.7524
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,GaussianNB,Male,1.2195,0.9009,1.1,0.9761,0.9761,0.9,0.7567,0.72,0.7705,0.7524
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Female,1.0161,0.9892,1.01,1.0718,0.9282,0.99,0.6333,0.67,0.7591,0.6214
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,DecisionTreeClassifier,Male,0.9841,0.9892,0.99,0.9282,0.9282,0.99,0.6333,0.67,0.7591,0.6214
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,Female,1.1366,0.907,1.18,1.0478,0.9522,0.82,0.77,0.81,0.8652,0.769
German Credit,Attribute9,Male,Massaging,Validation,1,False,Surrogate,RandomForestClassifier,Male,0.8798,0.907,0.82,0.9522,0.9522,0.82,0.77,0.81,0.8652,0.769
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,LogisticRegression,Female,0.9308,0.9448,1.1,0.6651,0.6651,0.9,0.82,0.68,0.7838,0.581
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,LogisticRegression,Male,1.0744,0.9448,0.9,1.3349,0.6651,0.9,0.82,0.68,0.7838,0.581
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,SVC,Female,0.8677,0.8869,1.04,0.6124,0.6124,0.96,0.8367,0.7,0.8026,0.5857
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,SVC,Male,1.1525,0.8869,0.96,1.3876,0.6124,0.96,0.8367,0.7,0.8026,0.5857
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,GaussianNB,Female,0.9398,0.9607,1.1,0.7464,0.7464,0.9,0.7433,0.68,0.7612,0.6476
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,GaussianNB,Male,1.0641,0.9607,0.9,1.2536,0.7464,0.9,0.7433,0.68,0.7612,0.6476
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,Female,1.1388,0.9135,1.08,1.177,0.823,0.92,0.62,0.69,0.7704,0.6548
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,DecisionTreeClassifier,Male,0.8781,0.9135,0.92,0.823,0.823,0.92,0.62,0.69,0.7704,0.6548
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,RandomForestClassifier,Female,1.0239,0.9827,1.19,0.7321,0.7321,0.81,0.7367,0.71,0.7972,0.6405
German Credit,Attribute9,Male,Massaging,Test,1,False,Surrogate,RandomForestClassifier,Male,0.9767,0.9827,0.81,1.2679,0.7321,0.81,0.7367,0.71,0.7972,0.6405
German Credit,Attribute9,Male,Massaging,Validation,1,False,Test,XGBClassifier,Female,0.9274,0.9495,1.03,0.9043,0.9043,0.97,0.7533,0.78,0.8406,0.7476
German Credit,Attribute9,Male,Massaging,Validation,1,False,Test,XGBClassifier,Male,1.0783,0.9495,0.97,1.0957,0.9043,0.97,0.7533,0.78,0.8406,0.7476
German Credit,Attribute9,Male,Massaging,Test,1,False,Test,XGBClassifier,Female,0.9892,0.993,1.06,0.9426,0.9426,0.94,0.6467,0.71,0.7852,0.6786
German Credit,Attribute9,Male,Massaging,Test,1,False,Test,XGBClassifier,Male,1.0109,0.993,0.94,1.0574,0.9426,0.94,0.6467,0.71,0.7852,0.6786
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,LogisticRegression,Female,1.0665,0.9537,1.07,1.1531,0.8469,0.93,0.8233,0.85,0.8936,0.8167
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,LogisticRegression,Male,0.9376,0.9537,0.93,0.8469,0.8469,0.93,0.8233,0.85,0.8936,0.8167
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,SVC,Female,1.0684,0.9504,1.12,1.0478,0.9522,0.88,0.8067,0.84,0.8889,0.7905
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,SVC,Male,0.936,0.9504,0.88,0.9522,0.9522,0.88,0.8067,0.84,0.8889,0.7905
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,GaussianNB,Female,0.82,0.9009,0.9,1.0239,0.9761,0.9,0.7567,0.72,0.7705,0.7524
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,GaussianNB,Male,1.2195,0.9009,1.1,0.9761,0.9761,0.9,0.7567,0.72,0.7705,0.7524
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,Female,1.0161,0.9892,1.01,1.0718,0.9282,0.99,0.6333,0.67,0.7591,0.6214
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,DecisionTreeClassifier,Male,0.9841,0.9892,0.99,0.9282,0.9282,0.99,0.6333,0.67,0.7591,0.6214
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,Female,1.1366,0.907,1.18,1.0478,0.9522,0.82,0.77,0.81,0.8652,0.769
German Credit,Attribute9,Male,Massaging,Validation,2,False,Surrogate,RandomForestClassifier,Male,0.8798,0.907,0.82,0.9522,0.9522,0.82,0.77,0.81,0.8652,0.769
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,LogisticRegression,Female,0.9308,0.9448,1.1,0.6651,0.6651,0.9,0.82,0.68,0.7838,0.581
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,LogisticRegression,Male,1.0744,0.9448,0.9,1.3349,0.6651,0.9,0.82,0.68,0.7838,0.581
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,SVC,Female,0.8677,0.8869,1.04,0.6124,0.6124,0.96,0.8367,0.7,0.8026,0.5857
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,SVC,Male,1.1525,0.8869,0.96,1.3876,0.6124,0.96,0.8367,0.7,0.8026,0.5857
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,GaussianNB,Female,0.9398,0.9607,1.1,0.7464,0.7464,0.9,0.7433,0.68,0.7612,0.6476
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,GaussianNB,Male,1.0641,0.9607,0.9,1.2536,0.7464,0.9,0.7433,0.68,0.7612,0.6476
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,Female,1.1388,0.9135,1.08,1.177,0.823,0.92,0.62,0.69,0.7704,0.6548
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,DecisionTreeClassifier,Male,0.8781,0.9135,0.92,0.823,0.823,0.92,0.62,0.69,0.7704,0.6548
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,RandomForestClassifier,Female,1.0239,0.9827,1.19,0.7321,0.7321,0.81,0.7367,0.71,0.7972,0.6405
German Credit,Attribute9,Male,Massaging,Test,2,False,Surrogate,RandomForestClassifier,Male,0.9767,0.9827,0.81,1.2679,0.7321,0.81,0.7367,0.71,0.7972,0.6405
German Credit,Attribute9,Male,Massaging,Validation,2,False,Test,XGBClassifier,Female,0.9274,0.9495,1.03,0.9043,0.9043,0.97,0.7533,0.78,0.8406,0.7476
German Credit,Attribute9,Male,Massaging,Validation,2,False,Test,XGBClassifier,Male,1.0783,0.9495,0.97,1.0957,0.9043,0.97,0.7533,0.78,0.8406,0.7476
German Credit,Attribute9,Male,Massaging,Test,2,False,Test,XGBClassifier,Female,0.9892,0.993,1.06,0.9426,0.9426,0.94,0.6467,0.71,0.7852,0.6786
German Credit,Attribute9,Male,Massaging,Test,2,False,Test,XGBClassifier,Male,1.0109,0.993,0.94,1.0574,0.9426,0.94,0.6467,0.71,0.7852,0.6786
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,LogisticRegression,Female,1.2647,0.8312,1.2,1.244,0.756,0.8,0.79,0.81,0.8633,0.7786
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,LogisticRegression,Male,0.7907,0.8312,0.8,0.756,0.756,0.8,0.79,0.81,0.8633,0.7786
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,SVC,Female,1.1839,0.8747,1.16,1.1914,0.8086,0.84,0.8567,0.82,0.8732,0.7762
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,SVC,Male,0.8446,0.8747,0.84,0.8086,0.8086,0.84,0.8567,0.82,0.8732,0.7762
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,GaussianNB,Female,1.4164,0.8008,1.2,1.2967,0.7033,0.8,0.78,0.68,0.7419,0.6952
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,GaussianNB,Male,0.706,0.8008,0.8,0.7033,0.7033,0.8,0.78,0.68,0.7419,0.6952
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,Female,1.0069,0.9958,0.98,1.1388,0.8612,0.98,0.5767,0.69,0.7634,0.6738
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,Male,0.9931,0.9958,1.02,0.8612,0.8612,0.98,0.5767,0.69,0.7634,0.6738
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,Female,0.9945,0.9963,1.13,0.866,0.866,0.87,0.76,0.82,0.8696,0.7952
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,Male,1.0055,0.9963,0.87,1.134,0.866,0.87,0.76,0.82,0.8696,0.7952
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,LogisticRegression,Female,0.9845,0.9883,1.14,0.7177,0.7177,0.86,0.7633,0.67,0.7724,0.5833
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,LogisticRegression,Male,1.0158,0.9883,0.86,1.2823,0.7177,0.86,0.7633,0.67,0.7724,0.5833
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,SVC,Female,1.0919,0.9294,1.13,1.0048,0.9952,0.87,0.7967,0.71,0.8054,0.6119
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,SVC,Male,0.9158,0.9294,0.87,0.9952,0.9952,0.87,0.7967,0.71,0.8054,0.6119
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,GaussianNB,Female,1.2301,0.8733,1.23,0.9952,0.9952,0.77,0.7567,0.67,0.7442,0.6595
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,GaussianNB,Male,0.813,0.8733,0.77,1.0048,0.9952,0.77,0.7567,0.67,0.7442,0.6595
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,Female,1.4438,0.762,1.27,1.2153,0.7847,0.73,0.6433,0.61,0.7023,0.5786
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,Male,0.6926,0.762,0.73,0.7847,0.7847,0.73,0.6433,0.61,0.7023,0.5786
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,Female,1.0474,0.9649,1.15,0.8756,0.8756,0.85,0.72,0.73,0.8138,0.6548
German Credit,Attribute9,Female,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,Male,0.9547,0.9649,0.85,1.1244,0.8756,0.85,0.72,0.73,0.8138,0.6548
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Test,XGBClassifier,Female,0.9274,0.9495,1.0,0.9426,0.9426,1.0,0.71,0.74,0.8116,0.7
German Credit,Attribute9,Female,Reweighing,Validation,1,False,Test,XGBClassifier,Male,1.0783,0.9495,1.0,1.0574,0.9426,1.0,0.71,0.74,0.8116,0.7
German Credit,Attribute9,Female,Reweighing,Test,1,False,Test,XGBClassifier,Female,0.9274,0.9495,1.02,0.89,0.89,0.98,0.6767,0.72,0.7971,0.6762
German Credit,Attribute9,Female,Reweighing,Test,1,False,Test,XGBClassifier,Male,1.0783,0.9495,0.98,1.11,0.89,0.98,0.6767,0.72,0.7971,0.6762
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,LogisticRegression,Female,1.2141,0.8635,1.2,1.1531,0.8469,0.8,0.7867,0.82,0.8696,0.7952
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,LogisticRegression,Male,0.8237,0.8635,0.8,0.8469,0.8469,0.8,0.7867,0.82,0.8696,0.7952
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,SVC,Female,1.1129,0.9247,1.16,1.0622,0.9378,0.84,0.8067,0.85,0.8921,0.8262
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,SVC,Male,0.8986,0.9247,0.84,0.9378,0.9378,0.84,0.8067,0.85,0.8921,0.8262
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,GaussianNB,Female,1.4607,0.7863,1.18,1.4019,0.5981,0.82,0.7833,0.71,0.7642,0.7357
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,GaussianNB,Male,0.6846,0.7863,0.82,0.5981,0.5981,0.82,0.7833,0.71,0.7642,0.7357
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,Female,0.9772,0.9864,1.0,1.0478,0.9522,1.0,0.6267,0.69,0.7597,0.6833
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,Male,1.0233,0.9864,1.0,0.9522,0.9522,1.0,0.6267,0.69,0.7597,0.6833
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,Female,0.9738,0.9818,1.11,0.866,0.866,0.89,0.76,0.83,0.8777,0.8024
German Credit,Attribute9,Female,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,Male,1.0269,0.9818,0.89,1.134,0.866,0.89,0.76,0.83,0.8777,0.8024
