dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_0.0_c_predictions_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_0.0_c_predictions_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0022,0.0029,0.0364,0.0356,0.0371,0.0136,0.0132,0.0453,0.0453,0.0444,0.0054,0.0059,0.0379,0.0395,0.0414,0.0019,0.0020,0.0166,0.0166,0.0180,0.0276,0.0273,0.8132,0.8118,0.7991,0.0015,0.0141,0.0039,0.0005,0.0400
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0022,0.0029,0.0364,0.0356,0.0375,0.0136,0.0132,0.0453,0.0453,0.0468,0.0054,0.0059,0.0379,0.0395,0.0414,0.0019,0.0020,0.0166,0.0166,0.0180,0.0276,0.0273,0.8132,0.8118,0.8255,0.0010,0.0117,0.0039,0.0005,0.0137
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0022,0.0029,0.0364,0.0361,0.0390,0.0136,0.0132,0.0453,0.0458,0.0590,0.0054,0.0054,0.0379,0.0400,0.0453,0.0019,0.0015,0.0166,0.0166,0.0180,0.0276,0.0273,0.8132,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,SVC,0.0022,0.0029,0.0364,0.0361,0.0390,0.0136,0.0132,0.0453,0.0458,0.0590,0.0054,0.0054,0.0379,0.0400,0.0453,0.0019,0.0015,0.0166,0.0166,0.0180,0.0276,0.0273,0.8132,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0022,0.0029,0.0364,0.0361,0.0234,0.0136,0.0132,0.0453,0.0458,0.0132,0.0054,0.0054,0.0379,0.0400,0.0122,0.0019,0.0015,0.0166,0.0166,0.0054,0.0276,0.0273,0.8132,0.8114,0.2368,0.0156,0.0458,0.0331,0.0127,0.6019
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0022,0.0029,0.0364,0.0361,0.0385,0.0136,0.0132,0.0453,0.0458,0.0468,0.0054,0.0054,0.0379,0.0400,0.0375,0.0019,0.0015,0.0166,0.0166,0.0161,0.0276,0.0273,0.8132,0.8114,0.7992,0.0005,0.0122,0.0078,0.0019,0.0395
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0022,0.0029,0.0364,0.0361,0.0385,0.0136,0.0132,0.0453,0.0458,0.0502,0.0054,0.0054,0.0379,0.0400,0.0400,0.0019,0.0015,0.0166,0.0166,0.0166,0.0276,0.0273,0.8132,0.8114,0.8226,0.0005,0.0088,0.0054,0.0015,0.0161
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,1,False,Target,XGBClassifier,0.0022,0.0029,0.0364,0.0356,0.0380,0.0136,0.0132,0.0453,0.0453,0.0483,0.0054,0.0059,0.0379,0.0395,0.0429,0.0019,0.0020,0.0166,0.0166,0.0176,0.0276,0.0273,0.8132,0.8118,0.8240,0.0005,0.0102,0.0024,0.0010,0.0151
Law School Admission Bar Passage,race1,asian,Reweighing,Test,1,False,Target,XGBClassifier,0.0022,0.0029,0.0364,0.0361,0.0390,0.0136,0.0132,0.0453,0.0458,0.0531,0.0054,0.0054,0.0379,0.0400,0.0395,0.0019,0.0015,0.0166,0.0166,0.0175,0.0276,0.0273,0.8132,0.8114,0.8187,0.0000,0.0058,0.0058,0.0005,0.0200
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0369,0.0356,0.0385,0.0134,0.0132,0.0453,0.0453,0.0585,0.0053,0.0059,0.0380,0.0395,0.0453,0.0019,0.0020,0.0164,0.0166,0.0185,0.0275,0.0273,0.8132,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,SVC,0.0020,0.0029,0.0369,0.0356,0.0385,0.0134,0.0132,0.0453,0.0453,0.0585,0.0053,0.0059,0.0380,0.0395,0.0453,0.0019,0.0020,0.0164,0.0166,0.0185,0.0275,0.0273,0.8132,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0020,0.0029,0.0369,0.0356,0.0224,0.0134,0.0132,0.0453,0.0453,0.0200,0.0053,0.0059,0.0380,0.0395,0.0180,0.0019,0.0020,0.0164,0.0166,0.0107,0.0275,0.0273,0.8132,0.8118,0.5144,0.0161,0.0385,0.0273,0.0078,0.3247
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0369,0.0356,0.0371,0.0134,0.0132,0.0453,0.0453,0.0429,0.0053,0.0059,0.0380,0.0395,0.0390,0.0019,0.0020,0.0164,0.0166,0.0176,0.0275,0.0273,0.8132,0.8118,0.7986,0.0015,0.0156,0.0063,0.0010,0.0405
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0369,0.0356,0.0371,0.0134,0.0132,0.0453,0.0453,0.0483,0.0053,0.0059,0.0380,0.0395,0.0419,0.0019,0.0020,0.0164,0.0166,0.0185,0.0275,0.0273,0.8132,0.8118,0.8259,0.0015,0.0102,0.0034,0.0000,0.0132
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0369,0.0361,0.0390,0.0134,0.0132,0.0453,0.0458,0.0590,0.0053,0.0054,0.0380,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0275,0.0273,0.8132,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,SVC,0.0020,0.0029,0.0369,0.0361,0.0390,0.0134,0.0132,0.0453,0.0458,0.0590,0.0053,0.0054,0.0380,0.0400,0.0453,0.0019,0.0015,0.0164,0.0166,0.0180,0.0275,0.0273,0.8132,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0020,0.0029,0.0369,0.0361,0.0234,0.0134,0.0132,0.0453,0.0458,0.0161,0.0053,0.0054,0.0380,0.0400,0.0166,0.0019,0.0015,0.0164,0.0166,0.0088,0.0275,0.0273,0.8132,0.8114,0.5000,0.0156,0.0429,0.0288,0.0093,0.3387
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0369,0.0361,0.0385,0.0134,0.0132,0.0453,0.0458,0.0482,0.0053,0.0054,0.0380,0.0400,0.0400,0.0019,0.0015,0.0164,0.0166,0.0161,0.0275,0.0273,0.8132,0.8114,0.7943,0.0005,0.0107,0.0054,0.0019,0.0443
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0369,0.0361,0.0385,0.0134,0.0132,0.0453,0.0458,0.0517,0.0053,0.0054,0.0380,0.0400,0.0414,0.0019,0.0015,0.0164,0.0166,0.0180,0.0275,0.0273,0.8132,0.8114,0.8241,0.0005,0.0073,0.0039,0.0000,0.0146
Law School Admission Bar Passage,race1,asian,Reweighing,Validation,2,False,Target,XGBClassifier,0.0020,0.0029,0.0369,0.0356,0.0380,0.0134,0.0132,0.0453,0.0453,0.0478,0.0053,0.0059,0.0380,0.0395,0.0424,0.0019,0.0020,0.0164,0.0166,0.0180,0.0275,0.0273,0.8132,0.8118,0.8245,0.0005,0.0107,0.0029,0.0005,0.0146
Law School Admission Bar Passage,race1,asian,Reweighing,Test,2,False,Target,XGBClassifier,0.0020,0.0029,0.0369,0.0361,0.0390,0.0134,0.0132,0.0453,0.0458,0.0526,0.0053,0.0054,0.0380,0.0400,0.0414,0.0019,0.0015,0.0164,0.0166,0.0175,0.0275,0.0273,0.8132,0.8114,0.8231,0.0000,0.0063,0.0039,0.0005,0.0156
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0034,0.0029,0.0348,0.0356,0.0385,0.0083,0.0132,0.0505,0.0453,0.0585,0.0066,0.0059,0.0398,0.0395,0.0453,0.0024,0.0020,0.0164,0.0166,0.0185,0.0298,0.0273,0.8079,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,SVC,0.0034,0.0029,0.0348,0.0356,0.0385,0.0083,0.0132,0.0505,0.0453,0.0585,0.0066,0.0059,0.0398,0.0395,0.0453,0.0024,0.0020,0.0164,0.0166,0.0185,0.0298,0.0273,0.8079,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0034,0.0029,0.0348,0.0356,0.0244,0.0083,0.0132,0.0505,0.0453,0.0122,0.0066,0.0059,0.0398,0.0395,0.0000,0.0024,0.0020,0.0164,0.0166,0.0000,0.0298,0.0273,0.8079,0.8118,0.0000,0.0141,0.0463,0.0453,0.0185,0.8391
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0034,0.0029,0.0348,0.0356,0.0361,0.0083,0.0132,0.0505,0.0453,0.0497,0.0066,0.0059,0.0398,0.0395,0.0395,0.0024,0.0020,0.0164,0.0166,0.0176,0.0298,0.0273,0.8079,0.8118,0.7908,0.0024,0.0088,0.0059,0.0010,0.0483
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0034,0.0029,0.0348,0.0356,0.0361,0.0083,0.0132,0.0505,0.0453,0.0536,0.0066,0.0059,0.0398,0.0395,0.0424,0.0024,0.0020,0.0164,0.0166,0.0180,0.0298,0.0273,0.8079,0.8118,0.8289,0.0024,0.0049,0.0029,0.0005,0.0102
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0034,0.0029,0.0348,0.0361,0.0390,0.0083,0.0132,0.0505,0.0458,0.0590,0.0066,0.0054,0.0398,0.0400,0.0453,0.0024,0.0015,0.0164,0.0166,0.0180,0.0298,0.0273,0.8079,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,SVC,0.0034,0.0029,0.0348,0.0361,0.0390,0.0083,0.0132,0.0505,0.0458,0.0590,0.0066,0.0054,0.0398,0.0400,0.0453,0.0024,0.0015,0.0164,0.0166,0.0180,0.0298,0.0273,0.8079,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0034,0.0029,0.0348,0.0361,0.0239,0.0083,0.0132,0.0505,0.0458,0.0073,0.0066,0.0054,0.0398,0.0400,0.0000,0.0024,0.0015,0.0164,0.0166,0.0000,0.0298,0.0273,0.8079,0.8114,0.0000,0.0151,0.0517,0.0453,0.0180,0.8387
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0034,0.0029,0.0348,0.0361,0.0375,0.0083,0.0132,0.0505,0.0458,0.0487,0.0066,0.0054,0.0398,0.0400,0.0395,0.0024,0.0015,0.0164,0.0166,0.0166,0.0298,0.0273,0.8079,0.8114,0.7963,0.0015,0.0102,0.0058,0.0015,0.0424
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0034,0.0029,0.0348,0.0361,0.0375,0.0083,0.0132,0.0505,0.0458,0.0531,0.0066,0.0054,0.0398,0.0400,0.0409,0.0024,0.0015,0.0164,0.0166,0.0171,0.0298,0.0273,0.8079,0.8114,0.8236,0.0015,0.0058,0.0044,0.0010,0.0151
Law School Admission Bar Passage,race1,black,Reweighing,Validation,1,False,Target,XGBClassifier,0.0034,0.0029,0.0348,0.0356,0.0375,0.0083,0.0132,0.0505,0.0453,0.0546,0.0066,0.0059,0.0398,0.0395,0.0449,0.0024,0.0020,0.0164,0.0166,0.0185,0.0298,0.0273,0.8079,0.8118,0.8298,0.0010,0.0039,0.0005,0.0000,0.0093
Law School Admission Bar Passage,race1,black,Reweighing,Test,1,False,Target,XGBClassifier,0.0034,0.0029,0.0348,0.0361,0.0390,0.0083,0.0132,0.0505,0.0458,0.0585,0.0066,0.0054,0.0398,0.0400,0.0434,0.0024,0.0015,0.0164,0.0166,0.0175,0.0298,0.0273,0.8079,0.8114,0.8265,0.0000,0.0005,0.0019,0.0005,0.0122
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0040,0.0029,0.0356,0.0356,0.0385,0.0057,0.0132,0.0534,0.0453,0.0585,0.0068,0.0059,0.0389,0.0395,0.0453,0.0028,0.0020,0.0164,0.0166,0.0185,0.0317,0.0273,0.8047,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,SVC,0.0040,0.0029,0.0356,0.0356,0.0385,0.0057,0.0132,0.0534,0.0453,0.0585,0.0068,0.0059,0.0389,0.0395,0.0453,0.0028,0.0020,0.0164,0.0166,0.0185,0.0317,0.0273,0.8047,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0040,0.0029,0.0356,0.0356,0.0234,0.0057,0.0132,0.0534,0.0453,0.0127,0.0068,0.0059,0.0389,0.0395,0.0039,0.0028,0.0020,0.0164,0.0166,0.0000,0.0317,0.0273,0.8047,0.8118,0.0000,0.0151,0.0458,0.0414,0.0185,0.8391
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0040,0.0029,0.0356,0.0356,0.0361,0.0057,0.0132,0.0534,0.0453,0.0522,0.0068,0.0059,0.0389,0.0395,0.0419,0.0028,0.0020,0.0164,0.0166,0.0176,0.0317,0.0273,0.8047,0.8118,0.7894,0.0024,0.0063,0.0034,0.0010,0.0497
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0040,0.0029,0.0356,0.0356,0.0366,0.0057,0.0132,0.0534,0.0453,0.0536,0.0068,0.0059,0.0389,0.0395,0.0429,0.0028,0.0020,0.0164,0.0166,0.0180,0.0317,0.0273,0.8047,0.8118,0.8294,0.0020,0.0049,0.0024,0.0005,0.0098
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0040,0.0029,0.0356,0.0361,0.0390,0.0057,0.0132,0.0534,0.0458,0.0590,0.0068,0.0054,0.0389,0.0400,0.0453,0.0028,0.0015,0.0164,0.0166,0.0180,0.0317,0.0273,0.8047,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,SVC,0.0040,0.0029,0.0356,0.0361,0.0390,0.0057,0.0132,0.0534,0.0458,0.0590,0.0068,0.0054,0.0389,0.0400,0.0453,0.0028,0.0015,0.0164,0.0166,0.0180,0.0317,0.0273,0.8047,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0040,0.0029,0.0356,0.0361,0.0234,0.0057,0.0132,0.0534,0.0458,0.0088,0.0068,0.0054,0.0389,0.0400,0.0044,0.0028,0.0015,0.0164,0.0166,0.0000,0.0317,0.0273,0.8047,0.8114,0.0000,0.0156,0.0502,0.0409,0.0180,0.8387
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0040,0.0029,0.0356,0.0361,0.0370,0.0057,0.0132,0.0534,0.0458,0.0517,0.0068,0.0054,0.0389,0.0400,0.0414,0.0028,0.0015,0.0164,0.0166,0.0175,0.0317,0.0273,0.8047,0.8114,0.7909,0.0019,0.0073,0.0039,0.0005,0.0478
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0040,0.0029,0.0356,0.0361,0.0375,0.0057,0.0132,0.0534,0.0458,0.0546,0.0068,0.0054,0.0389,0.0400,0.0429,0.0028,0.0015,0.0164,0.0166,0.0175,0.0317,0.0273,0.8047,0.8114,0.8255,0.0015,0.0044,0.0024,0.0005,0.0132
Law School Admission Bar Passage,race1,black,Reweighing,Validation,2,False,Target,XGBClassifier,0.0040,0.0029,0.0356,0.0356,0.0375,0.0057,0.0132,0.0534,0.0453,0.0556,0.0068,0.0059,0.0389,0.0395,0.0449,0.0028,0.0020,0.0164,0.0166,0.0185,0.0317,0.0273,0.8047,0.8118,0.8333,0.0010,0.0029,0.0005,0.0000,0.0059
Law School Admission Bar Passage,race1,black,Reweighing,Test,2,False,Target,XGBClassifier,0.0040,0.0029,0.0356,0.0361,0.0385,0.0057,0.0132,0.0534,0.0458,0.0585,0.0068,0.0054,0.0389,0.0400,0.0439,0.0028,0.0015,0.0164,0.0166,0.0180,0.0317,0.0273,0.8047,0.8114,0.8314,0.0005,0.0005,0.0015,0.0000,0.0073
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0364,0.0356,0.0385,0.0136,0.0132,0.0447,0.0453,0.0585,0.0037,0.0059,0.0403,0.0395,0.0453,0.0021,0.0020,0.0165,0.0166,0.0185,0.0281,0.0273,0.8115,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0364,0.0356,0.0385,0.0136,0.0132,0.0447,0.0453,0.0585,0.0037,0.0059,0.0403,0.0395,0.0453,0.0021,0.0020,0.0165,0.0166,0.0185,0.0281,0.0273,0.8115,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0364,0.0356,0.0224,0.0136,0.0132,0.0447,0.0453,0.0127,0.0037,0.0059,0.0403,0.0395,0.0034,0.0021,0.0020,0.0165,0.0166,0.0000,0.0281,0.0273,0.8115,0.8118,0.0000,0.0161,0.0458,0.0419,0.0185,0.8391
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0364,0.0356,0.0366,0.0136,0.0132,0.0447,0.0453,0.0478,0.0037,0.0059,0.0403,0.0395,0.0424,0.0021,0.0020,0.0165,0.0166,0.0171,0.0281,0.0273,0.8115,0.8118,0.7743,0.0020,0.0107,0.0029,0.0015,0.0648
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0364,0.0356,0.0366,0.0136,0.0132,0.0447,0.0453,0.0551,0.0037,0.0059,0.0403,0.0395,0.0439,0.0021,0.0020,0.0165,0.0166,0.0176,0.0281,0.0273,0.8115,0.8118,0.8240,0.0020,0.0034,0.0015,0.0010,0.0151
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0364,0.0361,0.0390,0.0136,0.0132,0.0447,0.0458,0.0590,0.0037,0.0054,0.0403,0.0400,0.0453,0.0021,0.0015,0.0165,0.0166,0.0180,0.0281,0.0273,0.8115,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0364,0.0361,0.0390,0.0136,0.0132,0.0447,0.0458,0.0590,0.0037,0.0054,0.0403,0.0400,0.0453,0.0021,0.0015,0.0165,0.0166,0.0180,0.0281,0.0273,0.8115,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0364,0.0361,0.0234,0.0136,0.0132,0.0447,0.0458,0.0088,0.0037,0.0054,0.0403,0.0400,0.0039,0.0021,0.0015,0.0165,0.0166,0.0000,0.0281,0.0273,0.8115,0.8114,0.0000,0.0156,0.0502,0.0414,0.0180,0.8387
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0364,0.0361,0.0370,0.0136,0.0132,0.0447,0.0458,0.0478,0.0037,0.0054,0.0403,0.0400,0.0380,0.0021,0.0015,0.0165,0.0166,0.0151,0.0281,0.0273,0.8115,0.8114,0.7758,0.0019,0.0112,0.0073,0.0029,0.0629
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0364,0.0361,0.0375,0.0136,0.0132,0.0447,0.0458,0.0541,0.0037,0.0054,0.0403,0.0400,0.0429,0.0021,0.0015,0.0165,0.0166,0.0175,0.0281,0.0273,0.8115,0.8114,0.8285,0.0015,0.0049,0.0024,0.0005,0.0102
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0364,0.0356,0.0380,0.0136,0.0132,0.0447,0.0453,0.0566,0.0037,0.0059,0.0403,0.0395,0.0439,0.0021,0.0020,0.0165,0.0166,0.0185,0.0281,0.0273,0.8115,0.8118,0.8191,0.0005,0.0020,0.0015,0.0000,0.0200
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0364,0.0361,0.0390,0.0136,0.0132,0.0447,0.0458,0.0551,0.0037,0.0054,0.0403,0.0400,0.0443,0.0021,0.0015,0.0165,0.0166,0.0180,0.0281,0.0273,0.8115,0.8114,0.8216,0.0000,0.0039,0.0010,0.0000,0.0171
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0027,0.0029,0.0367,0.0356,0.0385,0.0138,0.0132,0.0443,0.0453,0.0585,0.0029,0.0059,0.0409,0.0395,0.0453,0.0023,0.0020,0.0168,0.0166,0.0185,0.0286,0.0273,0.8110,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,SVC,0.0027,0.0029,0.0367,0.0356,0.0385,0.0138,0.0132,0.0443,0.0453,0.0585,0.0029,0.0059,0.0409,0.0395,0.0453,0.0023,0.0020,0.0168,0.0166,0.0185,0.0286,0.0273,0.8110,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0027,0.0029,0.0367,0.0356,0.0224,0.0138,0.0132,0.0443,0.0453,0.0141,0.0029,0.0059,0.0409,0.0395,0.0063,0.0023,0.0020,0.0168,0.0166,0.0010,0.0286,0.0273,0.8110,0.8118,0.0000,0.0161,0.0444,0.0390,0.0176,0.8391
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0027,0.0029,0.0367,0.0356,0.0361,0.0138,0.0132,0.0443,0.0453,0.0507,0.0029,0.0059,0.0409,0.0395,0.0424,0.0023,0.0020,0.0168,0.0166,0.0176,0.0286,0.0273,0.8110,0.8118,0.7806,0.0024,0.0078,0.0029,0.0010,0.0585
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0027,0.0029,0.0367,0.0356,0.0366,0.0138,0.0132,0.0443,0.0453,0.0566,0.0029,0.0059,0.0409,0.0395,0.0439,0.0023,0.0020,0.0168,0.0166,0.0180,0.0286,0.0273,0.8110,0.8118,0.8230,0.0020,0.0020,0.0015,0.0005,0.0161
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0027,0.0029,0.0367,0.0361,0.0390,0.0138,0.0132,0.0443,0.0458,0.0590,0.0029,0.0054,0.0409,0.0400,0.0453,0.0023,0.0015,0.0168,0.0166,0.0180,0.0286,0.0273,0.8110,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,SVC,0.0027,0.0029,0.0367,0.0361,0.0390,0.0138,0.0132,0.0443,0.0458,0.0590,0.0029,0.0054,0.0409,0.0400,0.0453,0.0023,0.0015,0.0168,0.0166,0.0180,0.0286,0.0273,0.8110,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0027,0.0029,0.0367,0.0361,0.0234,0.0138,0.0132,0.0443,0.0458,0.0112,0.0029,0.0054,0.0409,0.0400,0.0063,0.0023,0.0015,0.0168,0.0166,0.0005,0.0286,0.0273,0.8110,0.8114,0.0000,0.0156,0.0478,0.0390,0.0175,0.8387
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0027,0.0029,0.0367,0.0361,0.0375,0.0138,0.0132,0.0443,0.0458,0.0512,0.0029,0.0054,0.0409,0.0400,0.0400,0.0023,0.0015,0.0168,0.0166,0.0156,0.0286,0.0273,0.8110,0.8114,0.7817,0.0015,0.0078,0.0054,0.0024,0.0570
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0027,0.0029,0.0367,0.0361,0.0380,0.0138,0.0132,0.0443,0.0458,0.0565,0.0029,0.0054,0.0409,0.0400,0.0434,0.0023,0.0015,0.0168,0.0166,0.0175,0.0286,0.0273,0.8110,0.8114,0.8285,0.0010,0.0024,0.0019,0.0005,0.0102
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Target,XGBClassifier,0.0027,0.0029,0.0367,0.0356,0.0385,0.0138,0.0132,0.0443,0.0453,0.0575,0.0029,0.0059,0.0409,0.0395,0.0453,0.0023,0.0020,0.0168,0.0166,0.0185,0.0286,0.0273,0.8110,0.8118,0.8337,0.0000,0.0010,0.0000,0.0000,0.0054
