dataset,attribute,group,algorithm,set,iterations,error,classifier_type,classification_algorithm,asian_0.0_a_train_set_,asian_0.0_b_predicted_set_,asian_0.0_c_predictions_set_,asian_1.0_a_train_set_,asian_1.0_b_predicted_set_,asian_1.0_c_predictions_set_,black_0.0_a_train_set_,black_0.0_b_predicted_set_,black_0.0_c_predictions_set_,black_1.0_a_train_set_,black_1.0_b_predicted_set_,black_1.0_c_predictions_set_,hisp_0.0_a_train_set_,hisp_0.0_b_predicted_set_,hisp_1.0_a_train_set_,hisp_1.0_b_predicted_set_,hisp_1.0_c_predictions_set_,other_0.0_a_train_set_,other_0.0_b_predicted_set_,other_1.0_a_train_set_,other_1.0_b_predicted_set_,other_1.0_c_predictions_set_,white_0.0_a_train_set_,white_0.0_b_predicted_set_,white_1.0_a_train_set_,white_1.0_b_predicted_set_,white_1.0_c_predictions_set_,hisp_0.0_c_predictions_set_,other_0.0_c_predictions_set_,white_0.0_c_predictions_set_
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0028,0.0029,0.0346,0.0361,0.0273,0.0137,0.0132,0.0452,0.0458,0.0078,0.0035,0.0054,0.0418,0.0400,0.0058,0.0019,0.0015,0.0159,0.0166,0.0000,0.0277,0.0273,0.8128,0.8114,0.0000,0.0117,0.0512,0.0395,0.0180,0.8387
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0028,0.0029,0.0346,0.0361,0.0380,0.0137,0.0132,0.0452,0.0458,0.0541,0.0035,0.0054,0.0418,0.0400,0.0404,0.0019,0.0015,0.0159,0.0166,0.0156,0.0277,0.0273,0.8128,0.8114,0.7856,0.0010,0.0049,0.0049,0.0024,0.0531
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0028,0.0029,0.0346,0.0361,0.0380,0.0137,0.0132,0.0452,0.0458,0.0570,0.0035,0.0054,0.0418,0.0400,0.0434,0.0019,0.0015,0.0159,0.0166,0.0171,0.0277,0.0273,0.8128,0.8114,0.8197,0.0010,0.0019,0.0019,0.0010,0.0190
Law School Admission Bar Passage,race1,hisp,Reweighing,Validation,2,False,Target,XGBClassifier,0.0028,0.0029,0.0346,0.0356,0.0385,0.0137,0.0132,0.0452,0.0453,0.0551,0.0035,0.0059,0.0418,0.0395,0.0444,0.0019,0.0020,0.0159,0.0166,0.0180,0.0277,0.0273,0.8128,0.8118,0.8216,0.0000,0.0034,0.0010,0.0005,0.0176
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Target,XGBClassifier,0.0028,0.0029,0.0346,0.0361,0.0380,0.0137,0.0132,0.0452,0.0458,0.0575,0.0035,0.0054,0.0418,0.0400,0.0448,0.0019,0.0015,0.0159,0.0166,0.0166,0.0277,0.0273,0.8128,0.8114,0.8221,0.0010,0.0015,0.0005,0.0015,0.0166
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0027,0.0029,0.0352,0.0356,0.0385,0.0128,0.0132,0.0457,0.0453,0.0585,0.0054,0.0059,0.0393,0.0395,0.0453,0.0016,0.0020,0.0175,0.0166,0.0185,0.0282,0.0273,0.8116,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,SVC,0.0027,0.0029,0.0352,0.0356,0.0385,0.0128,0.0132,0.0457,0.0453,0.0585,0.0054,0.0059,0.0393,0.0395,0.0453,0.0016,0.0020,0.0175,0.0166,0.0185,0.0282,0.0273,0.8116,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0027,0.0029,0.0352,0.0356,0.0268,0.0128,0.0132,0.0457,0.0453,0.0049,0.0054,0.0059,0.0393,0.0395,0.0000,0.0016,0.0020,0.0175,0.0166,0.0000,0.0282,0.0273,0.8116,0.8118,0.0000,0.0117,0.0536,0.0453,0.0185,0.8391
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0027,0.0029,0.0352,0.0356,0.0361,0.0128,0.0132,0.0457,0.0453,0.0492,0.0054,0.0059,0.0393,0.0395,0.0414,0.0016,0.0020,0.0175,0.0166,0.0166,0.0282,0.0273,0.8116,0.8118,0.7816,0.0024,0.0093,0.0039,0.0020,0.0575
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0027,0.0029,0.0352,0.0356,0.0366,0.0128,0.0132,0.0457,0.0453,0.0541,0.0054,0.0059,0.0393,0.0395,0.0444,0.0016,0.0020,0.0175,0.0166,0.0176,0.0282,0.0273,0.8116,0.8118,0.8279,0.0020,0.0044,0.0010,0.0010,0.0112
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0027,0.0029,0.0352,0.0361,0.0390,0.0128,0.0132,0.0457,0.0458,0.0590,0.0054,0.0054,0.0393,0.0400,0.0453,0.0016,0.0015,0.0175,0.0166,0.0180,0.0282,0.0273,0.8116,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,SVC,0.0027,0.0029,0.0352,0.0361,0.0390,0.0128,0.0132,0.0457,0.0458,0.0590,0.0054,0.0054,0.0393,0.0400,0.0453,0.0016,0.0015,0.0175,0.0166,0.0180,0.0282,0.0273,0.8116,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0027,0.0029,0.0352,0.0361,0.0273,0.0128,0.0132,0.0457,0.0458,0.0029,0.0054,0.0054,0.0393,0.0400,0.0000,0.0016,0.0015,0.0175,0.0166,0.0000,0.0282,0.0273,0.8116,0.8114,0.0000,0.0117,0.0560,0.0453,0.0180,0.8387
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0027,0.0029,0.0352,0.0361,0.0380,0.0128,0.0132,0.0457,0.0458,0.0482,0.0054,0.0054,0.0393,0.0400,0.0390,0.0016,0.0015,0.0175,0.0166,0.0151,0.0282,0.0273,0.8116,0.8114,0.7675,0.0010,0.0107,0.0063,0.0029,0.0712
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0027,0.0029,0.0352,0.0361,0.0385,0.0128,0.0132,0.0457,0.0458,0.0536,0.0054,0.0054,0.0393,0.0400,0.0429,0.0016,0.0015,0.0175,0.0166,0.0171,0.0282,0.0273,0.8116,0.8114,0.8289,0.0005,0.0054,0.0024,0.0010,0.0097
Law School Admission Bar Passage,race1,other,Reweighing,Validation,1,False,Target,XGBClassifier,0.0027,0.0029,0.0352,0.0356,0.0385,0.0128,0.0132,0.0457,0.0453,0.0531,0.0054,0.0059,0.0393,0.0395,0.0444,0.0016,0.0020,0.0175,0.0166,0.0176,0.0282,0.0273,0.8116,0.8118,0.8259,0.0000,0.0054,0.0010,0.0010,0.0132
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Target,XGBClassifier,0.0027,0.0029,0.0352,0.0361,0.0390,0.0128,0.0132,0.0457,0.0458,0.0526,0.0054,0.0054,0.0393,0.0400,0.0424,0.0016,0.0015,0.0175,0.0166,0.0171,0.0282,0.0273,0.8116,0.8114,0.8299,0.0000,0.0063,0.0029,0.0010,0.0088
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0028,0.0029,0.0356,0.0356,0.0385,0.0129,0.0132,0.0460,0.0453,0.0585,0.0054,0.0059,0.0396,0.0395,0.0453,0.0013,0.0020,0.0172,0.0166,0.0185,0.0288,0.0273,0.8104,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,SVC,0.0028,0.0029,0.0356,0.0356,0.0385,0.0129,0.0132,0.0460,0.0453,0.0585,0.0054,0.0059,0.0396,0.0395,0.0453,0.0013,0.0020,0.0172,0.0166,0.0185,0.0288,0.0273,0.8104,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0028,0.0029,0.0356,0.0356,0.0258,0.0129,0.0132,0.0460,0.0453,0.0059,0.0054,0.0059,0.0396,0.0395,0.0000,0.0013,0.0020,0.0172,0.0166,0.0000,0.0288,0.0273,0.8104,0.8118,0.0000,0.0127,0.0527,0.0453,0.0185,0.8391
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0028,0.0029,0.0356,0.0356,0.0366,0.0129,0.0132,0.0460,0.0453,0.0478,0.0054,0.0059,0.0396,0.0395,0.0414,0.0013,0.0020,0.0172,0.0166,0.0161,0.0288,0.0273,0.8104,0.8118,0.7835,0.0020,0.0107,0.0039,0.0024,0.0556
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0028,0.0029,0.0356,0.0356,0.0366,0.0129,0.0132,0.0460,0.0453,0.0551,0.0054,0.0059,0.0396,0.0395,0.0444,0.0013,0.0020,0.0172,0.0166,0.0180,0.0288,0.0273,0.8104,0.8118,0.8298,0.0020,0.0034,0.0010,0.0005,0.0093
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0028,0.0029,0.0356,0.0361,0.0390,0.0129,0.0132,0.0460,0.0458,0.0590,0.0054,0.0054,0.0396,0.0400,0.0453,0.0013,0.0015,0.0172,0.0166,0.0180,0.0288,0.0273,0.8104,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,SVC,0.0028,0.0029,0.0356,0.0361,0.0390,0.0129,0.0132,0.0460,0.0458,0.0590,0.0054,0.0054,0.0396,0.0400,0.0453,0.0013,0.0015,0.0172,0.0166,0.0180,0.0288,0.0273,0.8104,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0028,0.0029,0.0356,0.0361,0.0268,0.0129,0.0132,0.0460,0.0458,0.0063,0.0054,0.0054,0.0396,0.0400,0.0000,0.0013,0.0015,0.0172,0.0166,0.0000,0.0288,0.0273,0.8104,0.8114,0.0000,0.0122,0.0526,0.0453,0.0180,0.8387
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0028,0.0029,0.0356,0.0361,0.0380,0.0129,0.0132,0.0460,0.0458,0.0502,0.0054,0.0054,0.0396,0.0400,0.0395,0.0013,0.0015,0.0172,0.0166,0.0161,0.0288,0.0273,0.8104,0.8114,0.7749,0.0010,0.0088,0.0058,0.0019,0.0638
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0028,0.0029,0.0356,0.0361,0.0380,0.0129,0.0132,0.0460,0.0458,0.0546,0.0054,0.0054,0.0396,0.0400,0.0424,0.0013,0.0015,0.0172,0.0166,0.0166,0.0288,0.0273,0.8104,0.8114,0.8246,0.0010,0.0044,0.0029,0.0015,0.0141
Law School Admission Bar Passage,race1,other,Reweighing,Validation,2,False,Target,XGBClassifier,0.0028,0.0029,0.0356,0.0356,0.0380,0.0129,0.0132,0.0460,0.0453,0.0531,0.0054,0.0059,0.0396,0.0395,0.0444,0.0013,0.0020,0.0172,0.0166,0.0176,0.0288,0.0273,0.8104,0.8118,0.8269,0.0005,0.0054,0.0010,0.0010,0.0122
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Target,XGBClassifier,0.0028,0.0029,0.0356,0.0361,0.0390,0.0129,0.0132,0.0460,0.0458,0.0541,0.0054,0.0054,0.0396,0.0400,0.0424,0.0013,0.0015,0.0172,0.0166,0.0175,0.0288,0.0273,0.8104,0.8114,0.8265,0.0000,0.0049,0.0029,0.0005,0.0122
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0365,0.0356,0.0385,0.0093,0.0132,0.0465,0.0453,0.0585,0.0038,0.0059,0.0425,0.0395,0.0453,0.0014,0.0020,0.0165,0.0166,0.0185,0.0350,0.0273,0.0015,0.8066,0.8118,0.8376,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,SVC,0.0020,0.0029,0.0365,0.0356,0.0385,0.0093,0.0132,0.0465,0.0453,0.0585,0.0038,0.0059,0.0425,0.0395,0.0453,0.0014,0.0020,0.0165,0.0166,0.0185,0.0350,0.0273,0.0000,0.8066,0.8118,0.8391,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,GaussianNB,0.0020,0.0029,0.0365,0.0356,0.0190,0.0093,0.0132,0.0465,0.0453,0.0185,0.0038,0.0059,0.0425,0.0395,0.0185,0.0014,0.0020,0.0165,0.0166,0.0068,0.0350,0.0273,0.5251,0.8066,0.8118,0.3140,0.0195,0.0400,0.0268,0.0117
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0365,0.0356,0.0361,0.0093,0.0132,0.0465,0.0453,0.0468,0.0038,0.0059,0.0425,0.0395,0.0414,0.0014,0.0020,0.0165,0.0166,0.0161,0.0350,0.0273,0.0224,0.8066,0.8118,0.8167,0.0024,0.0117,0.0039,0.0024
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0365,0.0356,0.0385,0.0093,0.0132,0.0465,0.0453,0.0541,0.0038,0.0059,0.0425,0.0395,0.0424,0.0014,0.0020,0.0165,0.0166,0.0180,0.0350,0.0273,0.0127,0.8066,0.8118,0.8264,0.0000,0.0044,0.0029,0.0005
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,LogisticRegression,0.0020,0.0029,0.0365,0.0361,0.0390,0.0093,0.0132,0.0465,0.0458,0.0590,0.0038,0.0054,0.0425,0.0400,0.0453,0.0014,0.0015,0.0165,0.0166,0.0180,0.0350,0.0273,0.0019,0.8066,0.8114,0.8367,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,SVC,0.0020,0.0029,0.0365,0.0361,0.0390,0.0093,0.0132,0.0465,0.0458,0.0590,0.0038,0.0054,0.0425,0.0400,0.0453,0.0014,0.0015,0.0165,0.0166,0.0180,0.0350,0.0273,0.0000,0.8066,0.8114,0.8387,0.0000,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,GaussianNB,0.0020,0.0029,0.0365,0.0361,0.0224,0.0093,0.0132,0.0465,0.0458,0.0180,0.0038,0.0054,0.0425,0.0400,0.0210,0.0014,0.0015,0.0165,0.0166,0.0078,0.0350,0.0273,0.5317,0.8066,0.8114,0.3070,0.0166,0.0409,0.0244,0.0102
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,DecisionTreeClassifier,0.0020,0.0029,0.0365,0.0361,0.0370,0.0093,0.0132,0.0465,0.0458,0.0478,0.0038,0.0054,0.0425,0.0400,0.0404,0.0014,0.0015,0.0165,0.0166,0.0166,0.0350,0.0273,0.0210,0.8066,0.8114,0.8177,0.0019,0.0112,0.0049,0.0015
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,RandomForestClassifier,0.0020,0.0029,0.0365,0.0361,0.0380,0.0093,0.0132,0.0465,0.0458,0.0526,0.0038,0.0054,0.0425,0.0400,0.0424,0.0014,0.0015,0.0165,0.0166,0.0171,0.0350,0.0273,0.0141,0.8066,0.8114,0.8246,0.0010,0.0063,0.0029,0.0010
Law School Admission Bar Passage,race1,white,Reweighing,Validation,1,False,Target,XGBClassifier,0.0020,0.0029,0.0365,0.0356,0.0385,0.0093,0.0132,0.0465,0.0453,0.0566,0.0038,0.0059,0.0425,0.0395,0.0449,0.0014,0.0020,0.0165,0.0166,0.0180,0.0350,0.0273,0.0029,0.8066,0.8118,0.8362,0.0000,0.0020,0.0005,0.0005
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Target,XGBClassifier,0.0020,0.0029,0.0365,0.0361,0.0385,0.0093,0.0132,0.0465,0.0458,0.0551,0.0038,0.0054,0.0425,0.0400,0.0439,0.0014,0.0015,0.0165,0.0166,0.0171,0.0350,0.0273,0.0044,0.8066,0.8114,0.8343,0.0005,0.0039,0.0015,0.0010
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,LogisticRegression,0.0015,0.0029,0.0363,0.0356,0.0385,0.0072,0.0132,0.0475,0.0453,0.0585,0.0030,0.0059,0.0010,0.0441,0.0395,0.0444,0.0010,0.0020,0.0020,0.0172,0.0166,0.0166,0.0384,0.0273,0.0468,0.8038,0.8118,0.7923,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,SVC,0.0015,0.0029,0.0363,0.0356,0.0385,0.0072,0.0132,0.0475,0.0453,0.0585,0.0030,0.0059,0.0000,0.0441,0.0395,0.0453,0.0010,0.0020,0.0000,0.0172,0.0166,0.0185,0.0384,0.0273,0.0000,0.8038,0.8118,0.8391,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,GaussianNB,0.0015,0.0029,0.0363,0.0356,0.0200,0.0072,0.0132,0.0475,0.0453,0.0176,0.0030,0.0059,0.0258,0.0441,0.0395,0.0195,0.0010,0.0020,0.0117,0.0172,0.0166,0.0068,0.0384,0.0273,0.4656,0.8038,0.8118,0.3735,0.0185,0.0410
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,DecisionTreeClassifier,0.0015,0.0029,0.0363,0.0356,0.0371,0.0072,0.0132,0.0475,0.0453,0.0492,0.0030,0.0059,0.0024,0.0441,0.0395,0.0429,0.0010,0.0020,0.0010,0.0172,0.0166,0.0176,0.0384,0.0273,0.0239,0.8038,0.8118,0.8152,0.0015,0.0093
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Surrogate,RandomForestClassifier,0.0015,0.0029,0.0363,0.0356,0.0385,0.0072,0.0132,0.0475,0.0453,0.0517,0.0030,0.0059,0.0024,0.0441,0.0395,0.0429,0.0010,0.0020,0.0010,0.0172,0.0166,0.0176,0.0384,0.0273,0.0166,0.8038,0.8118,0.8225,0.0000,0.0068
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,LogisticRegression,0.0015,0.0029,0.0363,0.0361,0.0390,0.0072,0.0132,0.0475,0.0458,0.0590,0.0030,0.0054,0.0000,0.0441,0.0400,0.0453,0.0010,0.0015,0.0010,0.0172,0.0166,0.0171,0.0384,0.0273,0.0517,0.8038,0.8114,0.7870,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,SVC,0.0015,0.0029,0.0363,0.0361,0.0390,0.0072,0.0132,0.0475,0.0458,0.0590,0.0030,0.0054,0.0000,0.0441,0.0400,0.0453,0.0010,0.0015,0.0000,0.0172,0.0166,0.0180,0.0384,0.0273,0.0000,0.8038,0.8114,0.8387,0.0000,0.0000
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,GaussianNB,0.0015,0.0029,0.0363,0.0361,0.0239,0.0072,0.0132,0.0475,0.0458,0.0180,0.0030,0.0054,0.0244,0.0441,0.0400,0.0210,0.0010,0.0015,0.0102,0.0172,0.0166,0.0078,0.0384,0.0273,0.4644,0.8038,0.8114,0.3743,0.0151,0.0409
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,DecisionTreeClassifier,0.0015,0.0029,0.0363,0.0361,0.0375,0.0072,0.0132,0.0475,0.0458,0.0492,0.0030,0.0054,0.0029,0.0441,0.0400,0.0424,0.0010,0.0015,0.0015,0.0172,0.0166,0.0166,0.0384,0.0273,0.0244,0.8038,0.8114,0.8143,0.0015,0.0097
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,RandomForestClassifier,0.0015,0.0029,0.0363,0.0361,0.0380,0.0072,0.0132,0.0475,0.0458,0.0521,0.0030,0.0054,0.0029,0.0441,0.0400,0.0424,0.0010,0.0015,0.0010,0.0172,0.0166,0.0171,0.0384,0.0273,0.0171,0.8038,0.8114,0.8216,0.0010,0.0068
Law School Admission Bar Passage,race1,white,Reweighing,Validation,2,False,Target,XGBClassifier,0.0015,0.0029,0.0363,0.0356,0.0385,0.0072,0.0132,0.0475,0.0453,0.0551,0.0030,0.0059,0.0010,0.0441,0.0395,0.0444,0.0010,0.0020,0.0005,0.0172,0.0166,0.0180,0.0384,0.0273,0.0068,0.8038,0.8118,0.8323,0.0000,0.0034
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Target,XGBClassifier,0.0015,0.0029,0.0363,0.0361,0.0390,0.0072,0.0132,0.0475,0.0458,0.0521,0.0030,0.0054,0.0024,0.0441,0.0400,0.0429,0.0010,0.0015,0.0010,0.0172,0.0166,0.0171,0.0384,0.0273,0.0068,0.8038,0.8114,0.8319,0.0000,0.0068
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0005,0.0165,0.0166,0.0180,0.0274,0.0273,0.0015,0.8117,0.8118,0.8376,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0000,0.0165,0.0166,0.0185,0.0274,0.0273,0.0000,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0263,0.0130,0.0132,0.0455,0.0453,0.0073,0.0056,0.0059,0.0397,0.0395,0.0059,0.0018,0.0020,0.0185,0.0165,0.0166,0.0000,0.0274,0.0273,0.8391,0.8117,0.8118,0.0000,0.0122,0.0512,0.0395
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0356,0.0366,0.0130,0.0132,0.0455,0.0453,0.0410,0.0056,0.0059,0.0397,0.0395,0.0380,0.0018,0.0020,0.0024,0.0165,0.0166,0.0161,0.0274,0.0273,0.0507,0.8117,0.8118,0.7884,0.0020,0.0176,0.0073
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0356,0.0380,0.0130,0.0132,0.0455,0.0453,0.0512,0.0056,0.0059,0.0397,0.0395,0.0429,0.0018,0.0020,0.0010,0.0165,0.0166,0.0176,0.0274,0.0273,0.0127,0.8117,0.8118,0.8264,0.0005,0.0073,0.0024
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0585,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0005,0.0165,0.0166,0.0175,0.0274,0.0273,0.0019,0.8117,0.8114,0.8367,0.0000,0.0005,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0590,0.0056,0.0054,0.0397,0.0400,0.0453,0.0018,0.0015,0.0000,0.0165,0.0166,0.0180,0.0274,0.0273,0.0000,0.8117,0.8114,0.8387,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0361,0.0273,0.0130,0.0132,0.0455,0.0458,0.0078,0.0056,0.0054,0.0397,0.0400,0.0054,0.0018,0.0015,0.0180,0.0165,0.0166,0.0000,0.0274,0.0273,0.8387,0.8117,0.8114,0.0000,0.0117,0.0512,0.0400
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,DecisionTreeClassifier,0.0030,0.0029,0.0358,0.0361,0.0370,0.0130,0.0132,0.0455,0.0458,0.0473,0.0056,0.0054,0.0397,0.0400,0.0365,0.0018,0.0015,0.0024,0.0165,0.0166,0.0156,0.0274,0.0273,0.0541,0.8117,0.8114,0.7846,0.0019,0.0117,0.0088
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Surrogate,RandomForestClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0546,0.0056,0.0054,0.0397,0.0400,0.0419,0.0018,0.0015,0.0000,0.0165,0.0166,0.0180,0.0274,0.0273,0.0141,0.8117,0.8114,0.8246,0.0000,0.0044,0.0034
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0527,0.0056,0.0059,0.0397,0.0395,0.0424,0.0018,0.0020,0.0010,0.0165,0.0166,0.0176,0.0274,0.0273,0.0156,0.8117,0.8118,0.8235,0.0000,0.0059,0.0029
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Test,1,False,Target,XGBClassifier,0.0030,0.0029,0.0358,0.0361,0.0390,0.0130,0.0132,0.0455,0.0458,0.0556,0.0056,0.0054,0.0397,0.0400,0.0414,0.0018,0.0015,0.0010,0.0165,0.0166,0.0171,0.0274,0.0273,0.0151,0.8117,0.8114,0.8236,0.0000,0.0034,0.0039
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,2,False,Surrogate,LogisticRegression,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0005,0.0165,0.0166,0.0180,0.0274,0.0273,0.0015,0.8117,0.8118,0.8376,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,2,False,Surrogate,SVC,0.0030,0.0029,0.0358,0.0356,0.0385,0.0130,0.0132,0.0455,0.0453,0.0585,0.0056,0.0059,0.0397,0.0395,0.0453,0.0018,0.0020,0.0000,0.0165,0.0166,0.0185,0.0274,0.0273,0.0000,0.8117,0.8118,0.8391,0.0000,0.0000,0.0000
Law School Admission Bar Passage,race1,asian,DisparateImpactRemover,Validation,2,False,Surrogate,GaussianNB,0.0030,0.0029,0.0358,0.0356,0.0263,0.0130,0.0132,0.0455,0.0453,0.0073,0.0056,0.0059,0.0397,0.0395,0.0059,0.0018,0.0020,0.0185,0.0165,0.0166,0.0000,0.0274,0.0273,0.8391,0.8117,0.8118,0.0000,0.0122,0.0512,0.0395
